B_product_id,B_string_raw,B_string,string_similarity,Best_A_strings_raw,Best_A_strings,Best_A_Brand,Best_A_Type,Best_A_Formula
21784,ZA PATRO,zapatro,0.875,ZA Petro,zapetro,PIHC,ZA,NA
21806,Mwroke ZA,mwrokeza,0.875,MerokeZA,merokeza,Mutiara,ZA,NA
23111,nitroku 16 16,nitroku1616,0.875,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16
25875,Maroke ZA,marokeza,0.875,MerokeZA,merokeza,Mutiara,ZA,NA
27419,Mutiara 16.16.16  @25,mutiara16161625,0.875,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
29029,Phosgrow,phosgrow,0.875,Phosgro,phosgro,Pak Tani,Fosfat,NA
29210,Urea PI,ureapi,0.875,Urea PIM,ureapim,PIHC,Urea,NA
29964,mutiara 16-16-16/kg,mutiara161616kg,0.875,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
30361,Za Petrok,zapetrok,0.875,ZA Petro,zapetro,PIHC,ZA,NA
32021,mutiara 16-16-16 /kg,mutiara161616kg,0.875,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
32735,ZK Petro @1,zkpetro1,0.875,ZK Petro,zkpetro,PIHC,ZK,NA
32797,mutiara 1616,mutiara1616,0.875,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
33076,mutiara1616,mutiara1616,0.875,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
33281,ZA Pertro,zapertro,0.875,ZA Petro,zapetro,PIHC,ZA,NA
35041,za peteo,zapeteo,0.875,ZA Petro,zapetro,PIHC,ZA,NA
35547,Mutiara 16.16.16 @50,mutiara16161650,0.875,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
35564,ZA petto,zapetto,0.875,ZA Petro,zapetro,PIHC,ZA,NA
36395,Pelangi 15.15.6+4,pelangi151564,0.875,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15
36650,NPK booster dgw 12 6 22 3 te,npkboosterdgw126223te,0.875,BOOSTER DGW 12-6-22-3+TE,boosterdgw126223te,DGW/Hextar,Majemuk,12-6-22
40206,mutiara 16.16.16 R2,mutiara161616r2,0.875,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
41266,MUTIARA 16-16-16 @50,mutiara16161650,0.875,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
43200,BOOSTER 12-6-22-3+TE,booster126223te,0.875,BOOSTER DGW 12-6-22-3+TE,boosterdgw126223te,DGW/Hextar,Majemuk,12-6-22
22513,NPK Kebomas 12 6 22,npkkebomas12622,0.8695652174,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22
27245,NPK KEBOMAS 12.6.22 @ 50 Kg,npkkebomas1262250kg,0.8695652174,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22
29921,NPK KEBOMAS 12-6-22,npkkebomas12622,0.8695652174,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22
13826,Dgw 16 16 16,dgw161616,0.8666666667,DGW 16-16-16+TE,dgw161616te,DGW/Hextar,Majemuk,16-16-16
13978,Dgw 161616,dgw161616,0.8666666667,DGW 16-16-16+TE,dgw161616te,DGW/Hextar,Majemuk,16-16-16
14176,Dgw 16-16-16,dgw161616,0.8666666667,DGW 16-16-16+TE,dgw161616te,DGW/Hextar,Majemuk,16-16-16
23472,Fertifos sawit,fertifossawit,0.8666666667,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA
37602,DGW 16_16_16,dgw161616,0.8666666667,DGW 16-16-16+TE,dgw161616te,DGW/Hextar,Majemuk,16-16-16
36939,MAHKOTA 13.6.27.4,mahkota136274,0.8636363636,Mahkota 13-6-27-4+0.5B,mahkota13627405b,Mahkota,Majemuk,13-6-27
43468,Yaramila Unik NPK 16-16-16,yaramilauniknpk161616,0.8636363636,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
11657,uurea dun buah,uureadunbuah,0.8571428571,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
12118,posgro,posgro,0.8571428571,Phosgro,phosgro,Pak Tani,Fosfat,NA
18528,NPK PELANGI 13.6.27.4 BLD,npkpelangi136274bld,0.8571428571,NPK Pelangi 13-6-27-4,npkpelangi136274,PIHC,Majemuk,13-6-27
18813,UREA DAUN BUAH @50,ureadaunbuah50,0.8571428571,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
18841,UREA DAUN BUAH @20,ureadaunbuah20,0.8571428571,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
19898,Petro Nitrat NPK 16-16-16,petronitratnpk161616,0.8571428571,Petro Nitrat 16-16-16,petronitrat161616,PIHC,Majemuk,16-16-16
20444,Cockhead 12-12-17 @ 50 kg,cockhead12121750kg,0.8571428571,COCKHEAD 12-12-17-2Mg,cockhead1212172mg,DGW/Hextar,Majemuk,12-12-17
27440,NPK Petro Nitrat 16 16 16,npkpetronitrat161616,0.8571428571,Petro Nitrat 16-16-16,petronitrat161616,PIHC,Majemuk,16-16-16
27955,NPK PELANGI 12-12-17-4,npkpelangi1212174,0.8571428571,NPK Pelangi 13-6-27-4,npkpelangi136274,PIHC,Majemuk,13-6-27
28865,NPK Pelangi  13.6.27.4 BLD,npkpelangi136274bld,0.8571428571,NPK Pelangi 13-6-27-4,npkpelangi136274,PIHC,Majemuk,13-6-27
30396,NPK Petro Nitrat 16-16-16,npkpetronitrat161616,0.8571428571,Petro Nitrat 16-16-16,petronitrat161616,PIHC,Majemuk,16-16-16
36648,nitroplus,nitroplus,0.8571428571,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA
37081,NPK PELANGI 12.12.17.4,npkpelangi1212174,0.8571428571,NPK Pelangi 13-6-27-4,npkpelangi136274,PIHC,Majemuk,13-6-27
40169,mahkota 12-12-17-4,mahkota1212174,0.8571428571,Mahkota 12-12-17-2+TE,mahkota1212172te,Mahkota,Majemuk,12-12-17
40352,Mahkota 12.12.17,mahkota121217,0.8571428571,Mahkota 12-12-17-2+TE,mahkota1212172te,Mahkota,Majemuk,12-12-17
4931,NPK Kebomas 12.12.17,npkkebomas121217,0.85,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15
18622,NPK Nitrophoska 15+15+15,npknitrophoska151515,0.85,NITROPHOSKA 15-15-15,nitrophoska151515,BASF,Majemuk,15-15-15
21723,Pupuk Kebomas 15 15 15,pupukkebomas151515,0.85,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15
32930,Kebomas 15-15-15,kebomas151515,0.85,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15
39627,rock phosphate feru,rockphosphateferu,0.85,Rock Phosphate PETRO,rockphosphatepetro,PIHC,Fosfat,NA
39856,NPK Kebomas 12-12-17,npkkebomas121217,0.85,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15
41625,NPK Kebomas 16-16-16,npkkebomas161616,0.85,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15
28621,NPK Mutiara Grower 15-09-20+TE @1,npkmutiaragrower150920te1,0.8461538462,Mutiara GROWER 15-09-20+TE,mutiaragrower150920te,Mutiara,Majemuk,15-9-20
28633,Za Plus Petro @50,zapluspetro50,0.8461538462,ZA Plus Petro,zapluspetro,PIHC,ZA,NA
40489,Mutiara Grower 15-09-20 @50 kg,mutiaragrower15092050kg,0.8461538462,Mutiara GROWER 15-09-20+TE,mutiaragrower150920te,Mutiara,Majemuk,15-9-20
9082,npk kujang 16 16 16,npkkujang161616,0.8421052632,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15
10692,MAGNESIUM SULFATE 1 KG,magnesiumsulfate1kg,0.8421052632,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA
12295,NPK Kujang 21-9-15,npkkujang21915,0.8421052632,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15
20705,Magnesium sulfate @1KG,magnesiumsulfate1kg,0.8421052632,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA
20841,NPK Pak Tani 12.12.17.2,npkpaktani1212172,0.8421052632,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17
36462,Magnesium Sulfate 1kg,magnesiumsulfate1kg,0.8421052632,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA
11503,kapur pertanian  kebomas 50kg,kapurpertaniankebomas50kg,0.84,Kapur Pertanian Kebomas,kapurpertaniankebomas,PIHC,Mikro,NA
26987,Kapur Pertanian Kebomas @50kg,kapurpertaniankebomas50kg,0.84,Kapur Pertanian Kebomas,kapurpertaniankebomas,PIHC,Mikro,NA
23704,"PAK TANI 13-6-27-4+0,65B",paktani136274065b,0.8387096774,Pak Tani Sawit  13-6-27-4+0.65B,paktanisawit136274065b,Pak Tani,Majemuk,13-6-27
732,NPK Pelangi 1212172,npkpelangi1212172,0.8333333333,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
3872,Magnesium sulfat 1kg,magnesiumsulfat1kg,0.8333333333,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA
4932,NPK Pelangi  12-12-17-2,npkpelangi1212172,0.8333333333,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
5416,NPK Pelangi 12.12.17.2,npkpelangi1212172,0.8333333333,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
5503,Urea/Nitrea@ 50,ureanitrea50,0.8333333333,Urea Nitrea,ureanitrea,PIHC,Urea,NA
5924,mistac,mistac,0.8333333333,Mestac,mestac,LaoYing,Nitrogen,NA
7978,NPK PELANGI 12-12-17-2,npkpelangi1212172,0.8333333333,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
10773,tawon 16.16.16,tawon161616,0.8333333333,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16
12060,NPK PELANGI 12 12 17 2,npkpelangi1212172,0.8333333333,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
12424,NPK tawon 161616,npktawon161616,0.8333333333,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16
13302,NPK Tawon 16 16 16,npktawon161616,0.8333333333,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16
13329,Tawon 16 16 16,tawon161616,0.8333333333,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16
13334,Tawon 16-16-16,tawon161616,0.8333333333,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16
13955,mestak,mestak,0.8333333333,Mestac,mestac,LaoYing,Nitrogen,NA
14163,NPK tawon 16-16-16,npktawon161616,0.8333333333,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16
16550,Magnesium Sulfat @ 1 Kg,magnesiumsulfat1kg,0.8333333333,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA
17433,phonska plus 15-15-15 eceran,phonskaplus151515eceran,0.8333333333,Phonska Plus 15-15-15+9S+0.2Zn,phonskaplus1515159s02zn,PIHC,Majemuk,15-15-15
17902,Tawon161616,tawon161616,0.8333333333,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16
18546,NPK PELANGI 12 .12.17.2,npkpelangi1212172,0.8333333333,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
19077,Magnesium Sulfat 1 Kg,magnesiumsulfat1kg,0.8333333333,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA
19179,NpkTawon161616,npktawon161616,0.8333333333,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16
19567,NpkPetro161616,npkpetro161616,0.8333333333,NPK Pusri 16-16-16,npkpusri161616,PIHC,Majemuk,16-16-16
20621,npk pelangi 12.12.17+2,npkpelangi1212172,0.8333333333,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
23467,Npk pelangi  12 .12.17 +2,npkpelangi1212172,0.8333333333,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
26101,MAGNESIUM SULFAT 1 kg,magnesiumsulfat1kg,0.8333333333,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA
27176,NPK Pelangi 12.12.17.2,npkpelangi1212172,0.8333333333,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
27629,pelangi 12-12-17-2 bld,pelangi1212172bld,0.8333333333,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
28639,Urea Ns / Nitrea,ureansnitrea,0.8333333333,Urea Nitrea,ureanitrea,PIHC,Urea,NA
30712,tawon 161616,tawon161616,0.8333333333,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16
33079,Pusri 151515,pusri151515,0.8333333333,NPK Pusri 15-15-15,npkpusri151515,PIHC,Majemuk,15-15-15
33732,Borate,borate,0.8333333333,Borat,borat,Mahkota,Mikro,NA
36675,cap tani 161616,captani161616,0.8333333333,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16
36849,NPK Petro 16.16.16,npkpetro161616,0.8333333333,NPK Pusri 16-16-16,npkpusri161616,PIHC,Majemuk,16-16-16
39638,NPK Tawon 15-15-15,npktawon151515,0.8333333333,CAP TAWON 15-15-15,captawon151515,Tawon,Majemuk,15-15-15
41331,NPK Pelangi 12.1217.2,npkpelangi1212172,0.8333333333,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
42729,NPK PUSRI 12 12 17,npkpusri121217,0.8333333333,NPK Pusri 15-15-15,npkpusri151515,PIHC,Majemuk,15-15-15
43570,NPK PELANGI 12 12 17 2,npkpelangi1212172,0.8333333333,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17
16538,Pak Tani 161616 @1kg,paktani1616161kg,0.8260869565,Pak Tani  16-16-16 Biru,paktani161616biru,Pak Tani,Majemuk,16-16-16
16673,pak tani 16 16 16 @ 1kg,paktani1616161kg,0.8260869565,Pak Tani  16-16-16 Biru,paktani161616biru,Pak Tani,Majemuk,16-16-16
27018,pak tani 16.16.16 @20kg,paktani16161620kg,0.8260869565,Pak Tani  16-16-16 Biru,paktani161616biru,Pak Tani,Majemuk,16-16-16
32757,NPK KEBOMAS 12-12-17 +2Mg,npkkebomas1212172mg,0.8260869565,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22
32758,NPK KEBOMAS 12-12-17+2Mg,npkkebomas1212172mg,0.8260869565,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22
41819,NPK Kebomas 12-6-22+3Mg  @50kg,npkkebomas126223mg50kg,0.8260869565,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22
41823,NPK Kebomas 12-6-22+3Mg 50kg,npkkebomas126223mg50kg,0.8260869565,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22
12915,NPK TAWON 18 12 6,npktawon18126,0.8235294118,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6
15785,NPK tawon 18-12-6,npktawon18126,0.8235294118,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6
23128,NPK mahkota 15.15.6.4,npkmahkota151564,0.8235294118,Mahkota 15-15-6-4,mahkota151564,Mahkota,Majemuk,15-15-6
30192,Kujang 30-6-8,kujang3068,0.8235294118,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8
39013,kujang 30 6 8,kujang3068,0.8235294118,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8
6833,yara mila 16-16-16,yaramila161616,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
10136,urea nitrat,ureanitrat,0.8181818182,Urea Nitrea,ureanitrea,PIHC,Urea,NA
11450,Za P.Tani,zaptani,0.8181818182,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
13147,UreaPusri50,ureapusri50,0.8181818182,Urea Pusri,ureapusri,PIHC,Urea,NA
13908,nitralite@25,nitralite25,0.8181818182,Nitralite,nitralite,PIHC,Nitrogen,NA
13936,urea Petro 50,ureapetro50,0.8181818182,Urea Petro,ureapetro,PIHC,Urea,NA
13970,Pak tani,paktani,0.8181818182,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
14001,urea Pusri 25,ureapusri25,0.8181818182,Urea Pusri,ureapusri,PIHC,Urea,NA
14058,Yaramila 16-16-16,yaramila161616,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
15510,urea petro kg,ureapetrokg,0.8181818182,Urea Petro,ureapetro,PIHC,Urea,NA
16726,urea NS Pusri,ureanspusri,0.8181818182,Urea Pusri,ureapusri,PIHC,Urea,NA
17036,sp26 @25petro,sp2625petro,0.8181818182,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
17453,yara mila faster daun,yaramilafasterdaun,0.8181818182,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7
20623,Jeranti 18-10-14 @5kg,jeranti1810145kg,0.8181818182,Jeranti 18-10-14+2S+TE,jeranti1810142ste,PIHC,Majemuk,18-10-14
21490,yara mila 161616,yaramila161616,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
21491,yara mila faster,yaramilafaster,0.8181818182,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7
21897,UREA PETRO NS,ureapetrons,0.8181818182,Urea Petro,ureapetro,PIHC,Urea,NA
22306,yara faster 2577,yarafaster2577,0.8181818182,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7
22496,PS-26 Petro,ps26petro,0.8181818182,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
23847,yaramila 16 16 16,yaramila161616,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
26768,yara unik 161616,yaraunik161616,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
28597,yaramila faster,yaramilafaster,0.8181818182,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7
28644,Urea NS Petro,ureanspetro,0.8181818182,Urea Petro,ureapetro,PIHC,Urea,NA
28907,Urea NS petro,ureanspetro,0.8181818182,Urea Petro,ureapetro,PIHC,Urea,NA
29431,Yara Mila Unik 16-16-16 50 Kg,yaramilaunik16161650kg,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
29673,Urea Petro @50,ureapetro50,0.8181818182,Urea Petro,ureapetro,PIHC,Urea,NA
29747,Yara Unik 16 16 16,yaraunik161616,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
30002,Yara Unik 16 16 16,yaraunik161616,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
30035,Yara Unik16 16 16,yaraunik161616,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
30710,yaramila 161616,yaramila161616,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
30988,yaramila 16 1616,yaramila161616,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
33041,ss pak tani,sspaktani,0.8181818182,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
33078,Mahkota 13627,mahkota13627,0.8181818182,Mahkota 13-6-27-4+0.5B,mahkota13627405b,Mahkota,Majemuk,13-6-27
34860,yaramila161616,yaramila161616,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
35446,ZA Pak Tani SU,zapaktanisu,0.8181818182,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
35695,ZA Santani,zasantani,0.8181818182,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
36513,Sp.26 Petro/ kg,sp26petrokg,0.8181818182,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
36689,PHOSGREEN NS,phosgreenns,0.8181818182,Phosgreen,phosgreen,PIHC,Fosfat,NA
37095,YARA UNIK 16.16.16,yaraunik161616,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
37317,MAHKOTA 13.6.27,mahkota13627,0.8181818182,Mahkota 13-6-27-4+0.5B,mahkota13627405b,Mahkota,Majemuk,13-6-27
38073,ts 26 petro,ts26petro,0.8181818182,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
39762,Fertiphos 50,fertiphos50,0.8181818182,Fertiphos,fertiphos,Pak Tani,Fosfat,NA
42076,mahkota 13-6-27,mahkota13627,0.8181818182,Mahkota 13-6-27-4+0.5B,mahkota13627405b,Mahkota,Majemuk,13-6-27
42086,YaraMila unik 161616 50kg,yaramilaunik16161650kg,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
42176,Yaramila Unik NPK 16,yaramilauniknpk16,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
42382,"Yaramila 16,16,16",yaramila161616,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
43362,Yaramila Unik 16-16-16 @50Kg,yaramilaunik16161650kg,0.8181818182,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
43420,Mahkota 13-6-27,mahkota13627,0.8181818182,Mahkota 13-6-27-4+0.5B,mahkota13627405b,Mahkota,Majemuk,13-6-27
11195,NPK Mesti-patenbiru 16-16-16,npkmestipatenbiru161616,0.8148148148,MESTI-PATENBIRU 16-16-16+TE,mestipatenbiru161616te,LaoYing,Majemuk,16-16-16
11197,NPK Mesti-PatenHijo 15-10-20,npkmestipatenhijo151020,0.8148148148,MESTI-PATENHIJO 15-10-20+TE,mestipatenhijo151020te,LaoYing,Majemuk,15-10-20
26497,NPK Pusri 13-6-27-4 @ 50 kg,npkpusri13627450kg,0.8148148148,NPK Pusri 13-6-27-4Mg+0.65B,npkpusri136274mg065b,PIHC,Majemuk,13-6-27
32722,"NPK 13-6-27 +4Mg+0,65B",npk136274mg065b,0.8148148148,NPK Pusri 13-6-27-4Mg+0.65B,npkpusri136274mg065b,PIHC,Majemuk,13-6-27
32795,NPK 13-6-27 +4Mg+0 65B,npk136274mg065b,0.8148148148,NPK Pusri 13-6-27-4Mg+0.65B,npkpusri136274mg065b,PIHC,Majemuk,13-6-27
32810,NPK 13-6-27 +4Mg+0.65B,npk136274mg065b,0.8148148148,NPK Pusri 13-6-27-4Mg+0.65B,npkpusri136274mg065b,PIHC,Majemuk,13-6-27
41948,NPK 13 6 27+4Mg+0.65 B,npk136274mg065b,0.8148148148,NPK Pusri 13-6-27-4Mg+0.65B,npkpusri136274mg065b,PIHC,Majemuk,13-6-27
519,Mutiara 16 16 16 1kg,mutiara1616161kg,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
526,mutiara 16 16 16 5kg,mutiara1616165kg,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
730,NPK Pelangi 151515,npkpelangi151515,0.8125,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15
731,NPK Pelangi 161616,npkpelangi161616,0.8125,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16
5134,NPK MUTIARA 16-16-16,npkmutiara161616,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
5414,NPK pelangi 16 16 16,npkpelangi161616,0.8125,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16
6672,NPK PELANGI  16-16-16,npkpelangi161616,0.8125,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16
8446,Nitroku 1616161kg,nitroku1616161kg,0.8125,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16
10068,NPK Pelangi 16-16-16,npkpelangi161616,0.8125,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16
10798,"NPK pelangi 16 16,16",npkpelangi161616,0.8125,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16
10865,NPK Mutiara 161616,npkmutiara161616,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
11128,mutiara npk161616,mutiaranpk161616,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
11538,NPK Mutiara 16/16/16,npkmutiara161616,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
12018,NPK PELANGI 15-15-15,npkpelangi151515,0.8125,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15
12363,NPK Nitroku 161616,npknitroku161616,0.8125,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16
12512,Npk Mutiara 16 16 16,npkmutiara161616,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
13527,NPK Mutiara 16 1616,npkmutiara161616,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
13696,NEROKE 16-16-16,neroke161616,0.8125,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16
13977,NPM Mutiara 16 16 16,npmmutiara161616,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
14178,NPK 15-15-15,npk151515,0.8125,NPK PIM 15-15-15,npkpim151515,PIHC,Majemuk,15-15-15
14630,Patani 16.16.16,patani161616,0.8125,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16
15629,NPK Nitroku 16-16-16,npknitroku161616,0.8125,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16
15743,npk dgw 15-15-15,npkdgw151515,0.8125,NPK PIM 15-15-15,npkpim151515,PIHC,Majemuk,15-15-15
15910,NPK Mutiara 16.16.16,npkmutiara161616,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
15981,mutiara 16 @1kg,mutiara161kg,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
16379,mutiara npk 16-16-16,mutiaranpk161616,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
16675,NPK Mutiara 16.16.16,npkmutiara161616,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
17185,Nitroku 16..1kg,nitroku161kg,0.8125,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16
18821,Mutiara 16-16-16 @1 Kg,mutiara1616161kg,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
20211,pak Tani @1 kg,paktani1kg,0.8125,Pak Tani  9-15-6,paktani9156,Pak Tani,Majemuk,9-15-2006
20846,Mutiara 16 1kg,mutiara161kg,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
20933,NPK Mutiara  16 - 16 16,npkmutiara161616,0.8125,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
22508,npk Dgw 151515,npkdgw151515,0.8125,NPK PIM 15-15-15,npkpim151515,PIHC,Majemuk,15-15-15
