B_string_raw,B_string,string_similarity,Best_A_strings_raw,Best_A_strings,Best_A_Brand,Best_A_Type,Best_A_Formula,,
Mutita 16 16 16,mutita161616,87.50%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,12,
mutiara 16:16,mutiara1616,87.50%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,11,
za peto,zapeto,87.50%,ZA Petro,zapetro,PIHC,ZA,NA,6,
Phosgrow,phosgrow,87.50%,Phosgro,phosgro,Pak Tani,Fosfat,NA,8,
npk m. 151515,npkm151515,87.50%,NPK PIM 15-15-15,npkpim151515,PIHC,Majemuk,15-15-15,10,
Mutiara 16.16.16 @25,mutiara16161625,87.50%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,15,
ZA PATRO,zapatro,87.50%,ZA Petro,zapetro,PIHC,ZA,NA,7,
Mwroke ZA,mwrokeza,87.50%,MerokeZA,merokeza,Mutiara,ZA,NA,8,
nitroku 16 16,nitroku1616,87.50%,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16,11,
Maroke ZA,marokeza,87.50%,MerokeZA,merokeza,Mutiara,ZA,NA,8,
Mutiara 16.16.16  @25,mutiara16161625,87.50%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,15,
Phosgrow,phosgrow,87.50%,Phosgro,phosgro,Pak Tani,Fosfat,NA,8,
Urea PI,ureapi,87.50%,Urea PIM,ureapim,PIHC,Urea,NA,6,
mutiara 16-16-16/kg,mutiara161616kg,87.50%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,15,
Za Petrok,zapetrok,87.50%,ZA Petro,zapetro,PIHC,ZA,NA,8,
mutiara 16-16-16 /kg,mutiara161616kg,87.50%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,15,
ZK Petro @1,zkpetro1,87.50%,ZK Petro,zkpetro,PIHC,ZK,NA,8,
mutiara 1616,mutiara1616,87.50%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,11,
mutiara1616,mutiara1616,87.50%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,11,
ZA Pertro,zapertro,87.50%,ZA Petro,zapetro,PIHC,ZA,NA,8,
za peteo,zapeteo,87.50%,ZA Petro,zapetro,PIHC,ZA,NA,7,
Mutiara 16.16.16 @50,mutiara16161650,87.50%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,15,
ZA petto,zapetto,87.50%,ZA Petro,zapetro,PIHC,ZA,NA,7,
Pelangi 15.15.6+4,pelangi151564,87.50%,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15,13,
NPK booster dgw 12 6 22 3 te,npkboosterdgw126223te,87.50%,BOOSTER DGW 12-6-22-3+TE,boosterdgw126223te,DGW/Hextar,Majemuk,12-6-22,21,
mutiara 16.16.16 R2,mutiara161616r2,87.50%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,15,
MUTIARA 16-16-16 @50,mutiara16161650,87.50%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,15,
BOOSTER 12-6-22-3+TE,booster126223te,87.50%,BOOSTER DGW 12-6-22-3+TE,boosterdgw126223te,DGW/Hextar,Majemuk,12-6-22,15,
NPK Kebomas 12 6 22,npkkebomas12622,86.96%,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22,15,
NPK KEBOMAS 12.6.22 @ 50 Kg,npkkebomas1262250kg,86.96%,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22,19,
NPK KEBOMAS 12-6-22,npkkebomas12622,86.96%,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22,15,
Dgw 16 16 16,dgw161616,86.67%,DGW 16-16-16+TE,dgw161616te,DGW/Hextar,Majemuk,16-16-16,9,
Dgw 161616,dgw161616,86.67%,DGW 16-16-16+TE,dgw161616te,DGW/Hextar,Majemuk,16-16-16,9,
Dgw 16-16-16,dgw161616,86.67%,DGW 16-16-16+TE,dgw161616te,DGW/Hextar,Majemuk,16-16-16,9,
Fertifos sawit,fertifossawit,86.67%,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA,13,
DGW 16_16_16,dgw161616,86.67%,DGW 16-16-16+TE,dgw161616te,DGW/Hextar,Majemuk,16-16-16,9,
MAHKOTA 13.6.27.4,mahkota136274,86.36%,Mahkota 13-6-27-4+0.5B,mahkota13627405b,Mahkota,Majemuk,13-6-27,13,
Yaramila Unik NPK 16-16-16,yaramilauniknpk161616,86.36%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,21,
uurea dun buah,uureadunbuah,85.71%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,12,
posgro,posgro,85.71%,Phosgro,phosgro,Pak Tani,Fosfat,NA,6,
NPK PELANGI 13.6.27.4 BLD,npkpelangi136274bld,85.71%,NPK Pelangi 13-6-27-4,npkpelangi136274,PIHC,Majemuk,13-6-27,19,
UREA DAUN BUAH @50,ureadaunbuah50,85.71%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,14,
UREA DAUN BUAH @20,ureadaunbuah20,85.71%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,14,
Petro Nitrat NPK 16-16-16,petronitratnpk161616,85.71%,Petro Nitrat 16-16-16,petronitrat161616,PIHC,Majemuk,16-16-16,20,
Cockhead 12-12-17 @ 50 kg,cockhead12121750kg,85.71%,COCKHEAD 12-12-17-2Mg,cockhead1212172mg,DGW/Hextar,Majemuk,12-12-17,18,
NPK Petro Nitrat 16 16 16,npkpetronitrat161616,85.71%,Petro Nitrat 16-16-16,petronitrat161616,PIHC,Majemuk,16-16-16,20,
NPK PELANGI 12-12-17-4,npkpelangi1212174,85.71%,NPK Pelangi 13-6-27-4,npkpelangi136274,PIHC,Majemuk,13-6-27,17,
NPK Pelangi  13.6.27.4 BLD,npkpelangi136274bld,85.71%,NPK Pelangi 13-6-27-4,npkpelangi136274,PIHC,Majemuk,13-6-27,19,
NPK Petro Nitrat 16-16-16,npkpetronitrat161616,85.71%,Petro Nitrat 16-16-16,petronitrat161616,PIHC,Majemuk,16-16-16,20,
nitroplus,nitroplus,85.71%,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA,9,
NPK PELANGI 12.12.17.4,npkpelangi1212174,85.71%,NPK Pelangi 13-6-27-4,npkpelangi136274,PIHC,Majemuk,13-6-27,17,
mahkota 12-12-17-4,mahkota1212174,85.71%,Mahkota 12-12-17-2+TE,mahkota1212172te,Mahkota,Majemuk,12-12-17,14,
Mahkota 12.12.17,mahkota121217,85.71%,Mahkota 12-12-17-2+TE,mahkota1212172te,Mahkota,Majemuk,12-12-17,13,
NPK Kebomas 12.12.17,npkkebomas121217,85.00%,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15,16,
NPK Nitrophoska 15+15+15,npknitrophoska151515,85.00%,NITROPHOSKA 15-15-15,nitrophoska151515,BASF,Majemuk,15-15-15,20,
Pupuk Kebomas 15 15 15,pupukkebomas151515,85.00%,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15,18,
Kebomas 15-15-15,kebomas151515,85.00%,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15,13,
rock phosphate feru,rockphosphateferu,85.00%,Rock Phosphate PETRO,rockphosphatepetro,PIHC,Fosfat,NA,17,
NPK Kebomas 12-12-17,npkkebomas121217,85.00%,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15,16,
NPK Kebomas 16-16-16,npkkebomas161616,85.00%,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15,16,
NPK Mutiara Grower 15-09-20+TE @1,npkmutiaragrower150920te1,84.62%,Mutiara GROWER 15-09-20+TE,mutiaragrower150920te,Mutiara,Majemuk,15-9-20,25,
Za Plus Petro @50,zapluspetro50,84.62%,ZA Plus Petro,zapluspetro,PIHC,ZA,NA,13,
Mutiara Grower 15-09-20 @50 kg,mutiaragrower15092050kg,84.62%,Mutiara GROWER 15-09-20+TE,mutiaragrower150920te,Mutiara,Majemuk,15-9-20,23,
npk kujang 16 16 16,npkkujang161616,84.21%,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15,15,
MAGNESIUM SULFATE 1 KG,magnesiumsulfate1kg,84.21%,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA,19,
NPK Kujang 21-9-15,npkkujang21915,84.21%,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15,14,
Magnesium sulfate @1KG,magnesiumsulfate1kg,84.21%,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA,19,
NPK Pak Tani 12.12.17.2,npkpaktani1212172,84.21%,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17,17,
Magnesium Sulfate 1kg,magnesiumsulfate1kg,84.21%,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA,19,
kapur pertanian  kebomas 50kg,kapurpertaniankebomas50kg,84.00%,Kapur Pertanian Kebomas,kapurpertaniankebomas,PIHC,Mikro,NA,25,
Kapur Pertanian Kebomas @50kg,kapurpertaniankebomas50kg,84.00%,Kapur Pertanian Kebomas,kapurpertaniankebomas,PIHC,Mikro,NA,25,
"PAK TANI 13-6-27-4+0,65B",paktani136274065b,83.87%,Pak Tani Sawit  13-6-27-4+0.65B,paktanisawit136274065b,Pak Tani,Majemuk,13-6-27,17,
NPK Pelangi 1212172,npkpelangi1212172,83.33%,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17,17,
Magnesium sulfat 1kg,magnesiumsulfat1kg,83.33%,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA,18,
NPK Pelangi  12-12-17-2,npkpelangi1212172,83.33%,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17,17,
NPK Pelangi 12.12.17.2,npkpelangi1212172,83.33%,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17,17,
Urea/Nitrea@ 50,ureanitrea50,83.33%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,12,
mistac,mistac,83.33%,Mestac,mestac,LaoYing,Nitrogen,NA,6,
NPK PELANGI 12-12-17-2,npkpelangi1212172,83.33%,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17,17,
tawon 16.16.16,tawon161616,83.33%,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16,11,
NPK PELANGI 12 12 17 2,npkpelangi1212172,83.33%,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17,17,
NPK tawon 161616,npktawon161616,83.33%,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16,14,
NPK Tawon 16 16 16,npktawon161616,83.33%,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16,14,
Tawon 16 16 16,tawon161616,83.33%,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16,11,
Tawon 16-16-16,tawon161616,83.33%,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16,11,
mestak,mestak,83.33%,Mestac,mestac,LaoYing,Nitrogen,NA,6,
NPK tawon 16-16-16,npktawon161616,83.33%,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16,14,
Magnesium Sulfat @ 1 Kg,magnesiumsulfat1kg,83.33%,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA,18,
phonska plus 15-15-15 eceran,phonskaplus151515eceran,83.33%,Phonska Plus 15-15-15+9S+0.2Zn,phonskaplus1515159s02zn,PIHC,Majemuk,15-15-15,23,
Tawon161616,tawon161616,83.33%,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16,11,
NPK PELANGI 12 .12.17.2,npkpelangi1212172,83.33%,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17,17,
Magnesium Sulfat 1 Kg,magnesiumsulfat1kg,83.33%,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA,18,
NpkTawon161616,npktawon161616,83.33%,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16,14,
NpkPetro161616,npkpetro161616,83.33%,NPK Pusri 16-16-16,npkpusri161616,PIHC,Majemuk,16-16-16,14,
npk pelangi 12.12.17+2,npkpelangi1212172,83.33%,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17,17,
Npk pelangi  12 .12.17 +2,npkpelangi1212172,83.33%,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17,17,
MAGNESIUM SULFAT 1 kg,magnesiumsulfat1kg,83.33%,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA,18,
NPK Pelangi 12.12.17.2,npkpelangi1212172,83.33%,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17,17,
pelangi 12-12-17-2 bld,pelangi1212172bld,83.33%,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17,17,
Urea Ns / Nitrea,ureansnitrea,83.33%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,12,
tawon 161616,tawon161616,83.33%,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16,11,
Pusri 151515,pusri151515,83.33%,NPK Pusri 15-15-15,npkpusri151515,PIHC,Majemuk,15-15-15,11,
Borate,borate,83.33%,Borat,borat,Mahkota,Mikro,NA,6,
cap tani 161616,captani161616,83.33%,CAP TAWON 16-16-16,captawon161616,Tawon,Majemuk,16-16-16,13,
NPK Petro 16.16.16,npkpetro161616,83.33%,NPK Pusri 16-16-16,npkpusri161616,PIHC,Majemuk,16-16-16,14,
NPK Tawon 15-15-15,npktawon151515,83.33%,CAP TAWON 15-15-15,captawon151515,Tawon,Majemuk,15-15-15,14,
NPK Pelangi 12.1217.2,npkpelangi1212172,83.33%,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17,17,
NPK PUSRI 12 12 17,npkpusri121217,83.33%,NPK Pusri 15-15-15,npkpusri151515,PIHC,Majemuk,15-15-15,14,
NPK PELANGI 12 12 17 2,npkpelangi1212172,83.33%,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17,17,
Pak Tani 161616 @1kg,paktani1616161kg,82.61%,Pak Tani  16-16-16 Biru,paktani161616biru,Pak Tani,Majemuk,16-16-16,16,
pak tani 16 16 16 @ 1kg,paktani1616161kg,82.61%,Pak Tani  16-16-16 Biru,paktani161616biru,Pak Tani,Majemuk,16-16-16,16,
pak tani 16.16.16 @20kg,paktani16161620kg,82.61%,Pak Tani  16-16-16 Biru,paktani161616biru,Pak Tani,Majemuk,16-16-16,17,
NPK KEBOMAS 12-12-17 +2Mg,npkkebomas1212172mg,82.61%,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22,19,
NPK KEBOMAS 12-12-17+2Mg,npkkebomas1212172mg,82.61%,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22,19,
NPK Kebomas 12-6-22+3Mg  @50kg,npkkebomas126223mg50kg,82.61%,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22,22,
NPK Kebomas 12-6-22+3Mg 50kg,npkkebomas126223mg50kg,82.61%,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22,22,
NPK TAWON 18 12 6,npktawon18126,82.35%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,13,
NPK tawon 18-12-6,npktawon18126,82.35%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,13,
NPK mahkota 15.15.6.4,npkmahkota151564,82.35%,Mahkota 15-15-6-4,mahkota151564,Mahkota,Majemuk,15-15-6,16,
Kujang 30-6-8,kujang3068,82.35%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,10,
kujang 30 6 8,kujang3068,82.35%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,10,
yara mila 16-16-16,yaramila161616,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,14,
urea nitrat,ureanitrat,81.82%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,10,
Za P.Tani,zaptani,81.82%,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA,7,
UreaPusri50,ureapusri50,81.82%,Urea Pusri,ureapusri,PIHC,Urea,NA,11,
nitralite@25,nitralite25,81.82%,Nitralite,nitralite,PIHC,Nitrogen,NA,11,
urea Petro 50,ureapetro50,81.82%,Urea Petro,ureapetro,PIHC,Urea,NA,11,
Pak tani,paktani,81.82%,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA,7,
urea Pusri 25,ureapusri25,81.82%,Urea Pusri,ureapusri,PIHC,Urea,NA,11,
Yaramila 16-16-16,yaramila161616,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,14,
urea petro kg,ureapetrokg,81.82%,Urea Petro,ureapetro,PIHC,Urea,NA,11,
urea NS Pusri,ureanspusri,81.82%,Urea Pusri,ureapusri,PIHC,Urea,NA,11,
sp26 @25petro,sp2625petro,81.82%,SP-26 Petro,sp26petro,PIHC,Fosfat,NA,11,
yara mila faster daun,yaramilafasterdaun,81.82%,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7,18,
Jeranti 18-10-14 @5kg,jeranti1810145kg,81.82%,Jeranti 18-10-14+2S+TE,jeranti1810142ste,PIHC,Majemuk,18-10-14,16,
yara mila 161616,yaramila161616,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,14,
yara mila faster,yaramilafaster,81.82%,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7,14,
UREA PETRO NS,ureapetrons,81.82%,Urea Petro,ureapetro,PIHC,Urea,NA,11,
yara faster 2577,yarafaster2577,81.82%,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7,14,
PS-26 Petro,ps26petro,81.82%,SP-26 Petro,sp26petro,PIHC,Fosfat,NA,9,
yaramila 16 16 16,yaramila161616,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,14,
yara unik 161616,yaraunik161616,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,14,
yaramila faster,yaramilafaster,81.82%,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7,14,
Urea NS Petro,ureanspetro,81.82%,Urea Petro,ureapetro,PIHC,Urea,NA,11,
Urea NS petro,ureanspetro,81.82%,Urea Petro,ureapetro,PIHC,Urea,NA,11,
Yara Mila Unik 16-16-16 50 Kg,yaramilaunik16161650kg,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,22,
Urea Petro @50,ureapetro50,81.82%,Urea Petro,ureapetro,PIHC,Urea,NA,11,
Yara Unik 16 16 16,yaraunik161616,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,14,
Yara Unik 16 16 16,yaraunik161616,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,14,
Yara Unik16 16 16,yaraunik161616,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,14,
yaramila 161616,yaramila161616,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,14,
yaramila 16 1616,yaramila161616,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,14,
ss pak tani,sspaktani,81.82%,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA,9,
Mahkota 13627,mahkota13627,81.82%,Mahkota 13-6-27-4+0.5B,mahkota13627405b,Mahkota,Majemuk,13-6-27,12,
yaramila161616,yaramila161616,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,14,
ZA Pak Tani SU,zapaktanisu,81.82%,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA,11,
ZA Santani,zasantani,81.82%,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA,9,
Sp.26 Petro/ kg,sp26petrokg,81.82%,SP-26 Petro,sp26petro,PIHC,Fosfat,NA,11,
PHOSGREEN NS,phosgreenns,81.82%,Phosgreen,phosgreen,PIHC,Fosfat,NA,11,
YARA UNIK 16.16.16,yaraunik161616,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,14,
MAHKOTA 13.6.27,mahkota13627,81.82%,Mahkota 13-6-27-4+0.5B,mahkota13627405b,Mahkota,Majemuk,13-6-27,12,
ts 26 petro,ts26petro,81.82%,SP-26 Petro,sp26petro,PIHC,Fosfat,NA,9,
Fertiphos 50,fertiphos50,81.82%,Fertiphos,fertiphos,Pak Tani,Fosfat,NA,11,
mahkota 13-6-27,mahkota13627,81.82%,Mahkota 13-6-27-4+0.5B,mahkota13627405b,Mahkota,Majemuk,13-6-27,12,
YaraMila unik 161616 50kg,yaramilaunik16161650kg,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,22,
Yaramila Unik NPK 16,yaramilauniknpk16,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,17,
"Yaramila 16,16,16",yaramila161616,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,14,
Yaramila Unik 16-16-16 @50Kg,yaramilaunik16161650kg,81.82%,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16,22,
Mahkota 13-6-27,mahkota13627,81.82%,Mahkota 13-6-27-4+0.5B,mahkota13627405b,Mahkota,Majemuk,13-6-27,12,
NPK Mesti-patenbiru 16-16-16,npkmestipatenbiru161616,81.48%,MESTI-PATENBIRU 16-16-16+TE,mestipatenbiru161616te,LaoYing,Majemuk,16-16-16,23,
NPK Mesti-PatenHijo 15-10-20,npkmestipatenhijo151020,81.48%,MESTI-PATENHIJO 15-10-20+TE,mestipatenhijo151020te,LaoYing,Majemuk,15-10-20,23,
NPK Pusri 13-6-27-4 @ 50 kg,npkpusri13627450kg,81.48%,NPK Pusri 13-6-27-4Mg+0.65B,npkpusri136274mg065b,PIHC,Majemuk,13-6-27,18,
"NPK 13-6-27 +4Mg+0,65B",npk136274mg065b,81.48%,NPK Pusri 13-6-27-4Mg+0.65B,npkpusri136274mg065b,PIHC,Majemuk,13-6-27,15,
NPK 13-6-27 +4Mg+0 65B,npk136274mg065b,81.48%,NPK Pusri 13-6-27-4Mg+0.65B,npkpusri136274mg065b,PIHC,Majemuk,13-6-27,15,
NPK 13-6-27 +4Mg+0.65B,npk136274mg065b,81.48%,NPK Pusri 13-6-27-4Mg+0.65B,npkpusri136274mg065b,PIHC,Majemuk,13-6-27,15,
NPK 13 6 27+4Mg+0.65 B,npk136274mg065b,81.48%,NPK Pusri 13-6-27-4Mg+0.65B,npkpusri136274mg065b,PIHC,Majemuk,13-6-27,15,
Mutiara 16 16 16 1kg,mutiara1616161kg,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,16,
mutiara 16 16 16 5kg,mutiara1616165kg,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,16,
NPK Pelangi 151515,npkpelangi151515,81.25%,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15,16,
NPK Pelangi 161616,npkpelangi161616,81.25%,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16,16,
NPK MUTIARA 16-16-16,npkmutiara161616,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,16,
NPK pelangi 16 16 16,npkpelangi161616,81.25%,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16,16,
NPK PELANGI  16-16-16,npkpelangi161616,81.25%,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16,16,
Nitroku 1616161kg,nitroku1616161kg,81.25%,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16,16,
NPK Pelangi 16-16-16,npkpelangi161616,81.25%,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16,16,
"NPK pelangi 16 16,16",npkpelangi161616,81.25%,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16,16,
NPK Mutiara 161616,npkmutiara161616,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,16,
mutiara npk161616,mutiaranpk161616,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,16,
NPK Mutiara 16/16/16,npkmutiara161616,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,16,
NPK PELANGI 15-15-15,npkpelangi151515,81.25%,Pelangi 15-15-15,pelangi151515,PIHC,Majemuk,15-15-15,16,
NPK Nitroku 161616,npknitroku161616,81.25%,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16,16,
Npk Mutiara 16 16 16,npkmutiara161616,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,16,
NPK Mutiara 16 1616,npkmutiara161616,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,16,
NEROKE 16-16-16,neroke161616,81.25%,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16,12,
NPM Mutiara 16 16 16,npmmutiara161616,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,16,
NPK 15-15-15,npk151515,81.25%,NPK PIM 15-15-15,npkpim151515,PIHC,Majemuk,15-15-15,9,
Patani 16.16.16,patani161616,81.25%,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16,12,
NPK Nitroku 16-16-16,npknitroku161616,81.25%,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16,16,
npk dgw 15-15-15,npkdgw151515,81.25%,NPK PIM 15-15-15,npkpim151515,PIHC,Majemuk,15-15-15,12,
NPK Mutiara 16.16.16,npkmutiara161616,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,16,
mutiara 16 @1kg,mutiara161kg,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,12,
mutiara npk 16-16-16,mutiaranpk161616,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,16,
NPK Mutiara 16.16.16,npkmutiara161616,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,16,
Nitroku 16..1kg,nitroku161kg,81.25%,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16,12,
Mutiara 16-16-16 @1 Kg,mutiara1616161kg,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,16,
pak Tani @1 kg,paktani1kg,81.25%,Pak Tani  9-15-6,paktani9156,Pak Tani,Majemuk,9-15-2006,10,
Mutiara 16 1kg,mutiara161kg,81.25%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,12,
